# list of object assets to load in this scene
[ASSETS]
mario.txt
coin.txt
mario.txt
coin.txt
land1.txt
brick.txt
goomba.txt
redgoomba.txt
decorations.txt
turtle.txt 
standing.txt
fullblock.txt
piranhaplant.txt
bulllet.txt
point.txt
dropbrick.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

#Sprite:
#Decorations:
6	67	135	70000
6	82	135	70000
6	97	135	70000
6	112	135	70000
6	127	135	70000




# MARIO
0	1830	10

#Platform: (ID  x  y  cell_width  cell_height  length  IDfirst  IDmid  IDlast  length)
5	9	160	19	39	8	55001	55002	55003	0
5	9	191	19	39	8	55004	55005	55006	0
5	9	215	19	39	8	55004	55005	55006	0
5	1810	177	16	32	9	55007	55008	55009	0
5	1864	143	19	39	3	55001	55002	55003	0
		

#Brick
#type	x	y	brickType	spawnType	pointId
1	220	150	0	1	16	16
1	235	150	0	1	16	16
1	250	150	0	1	16	16
1	265	150	0	1	16	16

1	370	135	0	1	16	16
1	385	135	0	1	16	16
1	400	135	0	1	16	16
1	415	135	0	1	16	16
1	430	135	0	1	16	16

1	565	90	0	1	16	16
1	580	90	0	1	16	16
1	595	90	0	1	16	16
1	610	90	0	1	16	16

1	595	150	0	1	16	16
1	610	150	0	1	16	16

1	705	150	0	1	16	16
1	720	150	0	1	16	16
1	735	150	0	1	16	16
1	750	150	0	1	16	16
1	705	135	0	1	16	16
1	705	120	0	1	16	16
1	705	105	0	1	16	16

1	810	165	0	1	16	16
1	825	165	0	1	16	16
1	840	165	0	1	16	16
1	810	150	0	1	16	16
1	810	135	0	1	16	16
1	810	120	0	1	16	16

1	895	135	0	1	16	16
1	910	135	0	1	16	16
1	895	120	0	1	16	16

1	955	135	0	1	16	16
1	970	135	0	1	16	16
1	985	135	0	1	16	16
1	1000	135	0	1	16	16

1	910	180	0	1	16	16
1	925	180	0	1	16	16
1	940	180	0	1	16	16
1	955	180	0	1	16	16

1	1075	165	0	1	16	16
1	1090	165	0	1	16	16
1	1105	165	0	1	16	16
1	1120	165	0	1	16	16
1	1135	165	0	1	16	16

1	1105	90	0	1	16	16
1	1120	90	0	1	16	16
1	1135	90	0	1	16	16
1	1150	90	0	1	16	16
1	1150	75	0	1	16	16

1	1180	150	0	1	16	16
1	1195	150	0	1	16	16

1	1300	90	0	1	16	16
1	1315	90	0	1	16	16
1	1330	90	0	1	16	16

1	1435	90	0	1	16	16
1	1435	75	0	1	16	16

1	1435	150	0	1	16	16
1	1435	165	0	1	16	16
1	1435	180	0	1	16	16
1	1450	180	0	1	16	16
1	1465	180	0	1	16	16
1	1480	180	0	1	16	16

1	1630	75	0	1	16	16
1	1630	90	0	1	16	16
1	1630	105	0	1	16	16

1	1675	150	0	1	16	16
1	1690	150	0	1	16	16
1	1705	150	0	1	16	16

8	1840	125	30	32	100000
8	1840	145	30	32	100011


